"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"151","ABCBEA","EQ","ABC BEARINGS LTD",0.01,1,"","",0,10,"INE779A01011",0,0,46.98,5.65,"","","",0,0,0,9.24,6.16,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ANTFRIBEAR"
"15102","KARGLO","BE","KARUTURI GLOBAL LIMITED",0.01,1,"","",0,1,"INE299C01024",0,0,44.2,0.15,"","","",0,0,0,0.21,0.19,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KGL"
"15109","DUNCAN","BE","DUNCANS INDUSTRIES LTD",0.01,1,"","",0,10,"INE508A01022",0,0,139.75,4.7,"","","",0,0,0,11.75,10.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DUNCANSLTD"
"15112","INDN22","NM","7.35% Indian Rail Fin. Mar 31",0.01,1,"","",0,1000,"INE053F07884",0,0,1719.4,1000.2,"","","",0,0,0,1382.4,921.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","735IRFC31"
"15115","TQG23C","TB","TBILL 91 Day  20JL23",0.01,1,"","",0,100,"IN002023X039",0,0,0,0,"","","",0,0,0,104.89,94.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","91D200723"
"15116","THJ23C","TB","TBILL 182 Day 19OT23",0.01,1,"","",0,100,"IN002023Y037",0,0,0,0,"","","",0,0,0,104.29,94.36,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D191023"
"15119","EDEFIN","EQ","EDELWEISS FINANCIAL SERVICES L",0.01,1,"","",0,1,"INE532F01054",123.5,73.5,342,21.25,"","","",0,0,0,122.65,81.77,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EDELWEISS"
"1512","INDHOT","EQ","INDIAN HOTELS CO LTD",0.01,1,"","",0,1,"INE053A01029",858,627.2,894.9,9.7,"","","",0,0,0,730.7,597.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INDHOTEL"
"15120","TYD24C","TB","TBILL 364 Day 18AP24",0.01,1,"","",0,100,"IN002023Z042",0,0,0,0,"","","",0,0,0,104.89,94.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D180424"
"15121","SHRVAS","EQ","SHREE VASU LOGISTICS LIMITED",0.01,1,"","",0,10,"INE00CE01017",855.7,373,855.7,32,"","","",0,0,0,675.45,611.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SVLL"
"15124","KOLPAT","EQ","KOLTE-PATIL DEVELOPERS LTD",0.01,1,"","",0,10,"INE094I01018",497.55,239,585,18.7,"","","",0,0,0,447.15,298.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KOLTEPATIL"
"15129","RENJEL","EQ","RENAISSANCE GLOBAL LIMITED",0.01,1,"","",0,2,"INE722H01024",175,101.55,218.18,3.6,"","","",0,0,0,125.2,83.48,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RGL"
"15134","INDN23","NN","7.29% Indian Rail Fin. Mar 26",0.01,1,"","",0,1000,"INE053F07892",0,0,1360,876,"","","",0,0,0,1224,816,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","729IRFC26"
"15136","KAUINF","EQ","KAUSHALYA INFRASTRUCTURE DEVEL",0.01,1,"","",0,1000,"INE234I01028",1841.9,787.8,10640,30,"","","",0,0,0,885.2,724.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KAUSHALYA"
"15137","PATFIT","SM","PATTECH FITWELL TUBE COMPONENT",0.01,1,"","",0,10,"INE0NZW01014",160,60.1,166.5,45,"","","",0,0,0,106.4,96.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PATTECH"
"15141","COLPAL","EQ","COLGATE-PALMOLIVE (INDIA) LTD",0.01,1,"","",0,1,"INE259A01022",2975,2029.4,3890,51.08,"","","",0,0,0,2320.1,1898.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","COLPAL"
"15146","JYOLAB","EQ","JYOTHY LABS LIMITED",0.01,1,"","",0,1,"INE668F01031",423,242.6,595.85,10.5,"","","",0,0,0,297.02,198.02,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JYOTHYLAB"
"15147","AGUNI","SM","A G UNIVERSAL LIMITED",0.01,1,"","",0,10,"INE0O6N01012",75.75,37.3,119.95,32.5,"","","",0,0,0,79.5,72,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AGUL"
"1515","INDCEM","EQ","INDIA CEMENTS LTD",0.01,1,"","",0,10,"INE383A01012",485.8,238.85,485.8,12.7,"","","",0,0,0,481.65,394.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INDIACEM"
"15151","MADMAR","EQ","MADHAV MARBLES & GRANITES LTD",0.01,1,"","",0,10,"INE925C01016",53.88,34.06,136,9.5,"","","",0,0,0,44.16,29.44,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MADHAV"
"15156","KALFOR","EQ","KALYANI FORGE LIMITED",0.01,1,"","",0,10,"INE314G01014",890,488.15,890,36.5,"","","",0,0,0,753.9,502.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KALYANIFRG"
"15157","ROBHOT","EQ","ROBUST HOTELS LIMITED",0.01,1,"","",0,10,"INE508K01013",314,169.5,314,84.55,"","","",0,0,0,212.32,141.56,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RHL"
"15161","HITPLA","EQ","HITECH CORPORATION LIMITED",0.01,1,"","",0,10,"INE120D01012",231.8,152.1,351.35,25.75,"","","",0,0,0,183.72,122.48,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HITECHCORP"
"15168","INDN24","NO","7.64% Indian Rail Fin. Mar 31",0.01,1,"","",0,1000,"INE053F07900",0,0,1360,1030,"","","",0,0,0,1337.14,891.44,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","764IRFC31"
"15171","SOMRE1","BE","SOM DISTILLERIE BEW RIGHTS ENT",0.01,1,"","",0,10,"INE480C20020",41.15,20,41.15,20,"","","",0,0,0,54.8,23.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SDBL-RE1"
"15174","TRAREC","EQ","TRANSFORMERS AND RECTIFIERS (I",0.01,1,"","",0,1,"INE763I01026",594,226.5,648.9,2.45,"","","",0,0,0,284.6,189.74,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TARIL"
"15179","ECLSER","EQ","ECLERX SERVICES LIMITED",0.01,1,"","",0,10,"INE738I01010",4959,2168,4959,24.37,"","","",0,0,0,5572.8,3715.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ECLERX"
"15180","KGKHOS","EQ","KIRLOSKAR PNEUMATIC COLTD",0.01,1,"","",0,2,"INE811A01020",1550,953,1817,4.5,"","","",0,0,0,1372.6,915.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KIRLPNU"
"15184","BRIENT","EQ","BRIGADE ENTERPRISES LIMITED",0.01,1,"","",0,10,"INE791I01019",1332,717.75,1453.1,18.6,"","","",0,0,0,887.25,591.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BRIGADE"
"15189","BGRENE","EQ","BGR ENERGY SYSTEMS LIMITED",0.01,1,"","",0,10,"INE661I01014",490.8,69.05,989,19,"","","",0,0,0,348.75,315.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BGRENERGY"
"1519","STEBIO","BE","STERLING BIOTECH LIMITED",0.01,1,"","",0,1,"INE324C01038",0,0,263.05,0.6,"","","",0,0,0,0.75,0.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","STERLINBIO"
"15192","GIERE1","BE","GI ENGINEERING SOLUTIONS RE",0.01,1,"","",0,10,"INE065J20016",6.7,1.3,6.7,1.3,"","","",0,0,0,1.55,1.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GISO-RE"
"15194","BURCEM","EQ","BURNPUR CEMENT LIMITED",0.01,1,"","",0,10,"INE817H01014",12.97,5.35,57.65,0.5,"","","",0,0,0,7.26,5.94,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BURNPUR"
"15199","MANLIM","EQ","MANAKSIA LIMITED",0.01,1,"","",0,2,"INE015D01022",85.6,54.52,212,23.2,"","","",0,0,0,78.3,52.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MANAKSIA"
"15204","ARIAGR","EQ","ARIES AGRO LIMITED",0.01,1,"","",0,10,"INE298I01015",459.9,220.11,459.9,24.15,"","","",0,0,0,378.2,252.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ARIES"
"15205","INN12","NP","9.6% INDIABULLS COMM. APR 25",0.01,1,"","",0,1000,"INE244L07424",0,0,0,0,"","","",0,0,0,1200,800,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","925SFIL25I"
"15209","PPAAUT","EQ","PPAP AUTOMOTIVE LIMITED",0.01,1,"","",0,10,"INE095I01015",294.79,154.05,723.1,24.7,"","","",0,0,0,230.68,153.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PPAP"
"1521","INDGLY","EQ","INDIA GLYCOLS LTD",0.01,1,"","",0,5,"INE560A01023",1222,503.53,1222,6.5,"","","",0,0,0,1060.6,707.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INDIAGLYCO"
